Regional Economy,Statistic,Value,Footnote,Year,Unit of Measure,Sustainable Development Goal,ADB Country Code
Vanuatu,3.1.1 – Maternal Mortality Ratio,94,,2020,"per 100,000 live births",3.1.1,VAN
Viet Nam,3.1.1 – Maternal Mortality Ratio,124,,2020,"per 100,000 live births",3.1.1,VIE
Afghanistan,3.2.1 – Under-5 Mortality Rate,55.65748291,,2021,"per 1,000 live births",3.2.1,AFG
Armenia,3.2.1 – Under-5 Mortality Rate,10.7211405,,2021,"per 1,000 live births",3.2.1,ARM
Azerbaijan,3.2.1 – Under-5 Mortality Rate,18.58620081,,2021,"per 1,000 live births",3.2.1,AZE
Bangladesh,3.2.1 – Under-5 Mortality Rate,27.27363014,,2021,"per 1,000 live births",3.2.1,BAN
Bhutan,3.2.1 – Under-5 Mortality Rate,26.6874121,,2021,"per 1,000 live births",3.2.1,BHU
Brunei Darussalam,3.2.1 – Under-5 Mortality Rate,11.47596393,,2021,"per 1,000 live births",3.2.1,BRU
Cambodia,3.2.1 – Under-5 Mortality Rate,24.7635595,,2021,"per 1,000 live births",3.2.1,CAM
"China, People's Republic of",3.2.1 – Under-5 Mortality Rate,6.934591761,,2021,"per 1,000 live births",3.2.1,PRC
Cook Islands,3.2.1 – Under-5 Mortality Rate,7.165021652,,2021,"per 1,000 live births",3.2.1,COO
Fiji,3.2.1 – Under-5 Mortality Rate,27.72603089,,2021,"per 1,000 live births",3.2.1,FIJ
Georgia,3.2.1 – Under-5 Mortality Rate,9.47978138,,2021,"per 1,000 live births",3.2.1,GEO
"Hong Kong, China",3.2.1 – Under-5 Mortality Rate,2.056666576,"ADB estimate using data on 'number of deaths by age group', and 'live births' from the HKG Annual Digest of Statistics 2022 ed.",2021,"per 1,000 live births",3.2.1,HKG
India,3.2.1 – Under-5 Mortality Rate,30.61921327,,2021,"per 1,000 live births",3.2.1,IND
Indonesia,3.2.1 – Under-5 Mortality Rate,22.17341281,,2021,"per 1,000 live births",3.2.1,INO
Kazakhstan,3.2.1 – Under-5 Mortality Rate,10.2742878,,2021,"per 1,000 live births",3.2.1,KAZ
Kiribati,3.2.1 – Under-5 Mortality Rate,48.22910734,,2021,"per 1,000 live births",3.2.1,KIR
"Korea, Republic of",3.2.1 – Under-5 Mortality Rate,2.888198602,,2021,"per 1,000 live births",3.2.1,KOR
Kyrgyz Republic,3.2.1 – Under-5 Mortality Rate,17.39997546,,2021,"per 1,000 live births",3.2.1,KGZ
Lao People's Democratic Republic,3.2.1 – Under-5 Mortality Rate,42.50992117,,2021,"per 1,000 live births",3.2.1,LAO
Malaysia,3.2.1 – Under-5 Mortality Rate,7.556127525,,2021,"per 1,000 live births",3.2.1,MAL
Maldives,3.2.1 – Under-5 Mortality Rate,5.961612685,,2021,"per 1,000 live births",3.2.1,MLD
Marshall Islands,3.2.1 – Under-5 Mortality Rate,29.72741403,,2021,"per 1,000 live births",3.2.1,RMI
"Micronesia, Federated States of",3.2.1 – Under-5 Mortality Rate,24.85021708,,2021,"per 1,000 live births",3.2.1,FSM
Mongolia,3.2.1 – Under-5 Mortality Rate,14.73435761,,2021,"per 1,000 live births",3.2.1,MON
Myanmar,3.2.1 – Under-5 Mortality Rate,41.81236893,,2021,"per 1,000 live births",3.2.1,MYA
Nauru,3.2.1 – Under-5 Mortality Rate,27.59447424,,2021,"per 1,000 live births",3.2.1,NAU
Nepal,3.2.1 – Under-5 Mortality Rate,27.1634685,,2021,"per 1,000 live births",3.2.1,NEP
Niue,3.2.1 – Under-5 Mortality Rate,24.13145463,,2021,"per 1,000 live births",3.2.1,NIU
Pakistan,3.2.1 – Under-5 Mortality Rate,63.33255174,,2021,"per 1,000 live births",3.2.1,PAK
Palau,3.2.1 – Under-5 Mortality Rate,16.24523993,,2021,"per 1,000 live births",3.2.1,PLW
Papua New Guinea,3.2.1 – Under-5 Mortality Rate,42.8118988,,2021,"per 1,000 live births",3.2.1,PNG
Philippines,3.2.1 – Under-5 Mortality Rate,25.73953061,,2021,"per 1,000 live births",3.2.1,PHI
Samoa,3.2.1 – Under-5 Mortality Rate,16.71849024,,2021,"per 1,000 live births",3.2.1,SAM
Singapore,3.2.1 – Under-5 Mortality Rate,2.08832672,,2021,"per 1,000 live births",3.2.1,SIN
Solomon Islands,3.2.1 – Under-5 Mortality Rate,18.78526506,,2021,"per 1,000 live births",3.2.1,SOL
Sri Lanka,3.2.1 – Under-5 Mortality Rate,6.748074573,,2021,"per 1,000 live births",3.2.1,SRI
"Taipei,China",3.2.1 – Under-5 Mortality Rate,4.8,Data available from the Ministry of Health and Welfare (https://www.mohw.gov.tw/lp-135-2.html),2016,"per 1,000 live births",3.2.1,TAP
Tajikistan,3.2.1 – Under-5 Mortality Rate,31.41900133,,2021,"per 1,000 live births",3.2.1,TAJ
Thailand,3.2.1 – Under-5 Mortality Rate,8.291028703,,2021,"per 1,000 live births",3.2.1,THA
Timor-Leste,3.2.1 – Under-5 Mortality Rate,50.54897468,,2021,"per 1,000 live births",3.2.1,TIM
Tonga,3.2.1 – Under-5 Mortality Rate,11.1398831,,2021,"per 1,000 live births",3.2.1,TON
Turkmenistan,3.2.1 – Under-5 Mortality Rate,41.42780283,,2021,"per 1,000 live births",3.2.1,TKM
Tuvalu,3.2.1 – Under-5 Mortality Rate,21.25408932,,2021,"per 1,000 live births",3.2.1,TUV
Uzbekistan,3.2.1 – Under-5 Mortality Rate,14.06606422,,2021,"per 1,000 live births",3.2.1,UZB
Vanuatu,3.2.1 – Under-5 Mortality Rate,23.2141314,,2021,"per 1,000 live births",3.2.1,VAN
Viet Nam,3.2.1 – Under-5 Mortality Rate,20.60162874,,2021,"per 1,000 live births",3.2.1,VIE
Afghanistan,3.2.2 – Neonatal Mortality Rate,34.08788187,,2021,"per 1,000 live births",3.2.2,AFG
Armenia,3.2.2 – Neonatal Mortality Rate,5.637026062,,2021,"per 1,000 live births",3.2.2,ARM
Azerbaijan,3.2.2 – Neonatal Mortality Rate,9.509098563,,2021,"per 1,000 live births",3.2.2,AZE
Bangladesh,3.2.2 – Neonatal Mortality Rate,16.00409823,,2021,"per 1,000 live births",3.2.2,BAN
Bhutan,3.2.2 – Neonatal Mortality Rate,14.83238414,,2021,"per 1,000 live births",3.2.2,BHU
Brunei Darussalam,3.2.2 – Neonatal Mortality Rate,6.186259165,,2021,"per 1,000 live births",3.2.2,BRU
Cambodia,3.2.2 – Neonatal Mortality Rate,12.83149153,,2021,"per 1,000 live births",3.2.2,CAM
"China, People's Republic of",3.2.2 – Neonatal Mortality Rate,3.191256112,,2021,"per 1,000 live births",3.2.2,PRC
Cook Islands,3.2.2 – Neonatal Mortality Rate,3.74739912,,2021,"per 1,000 live births",3.2.2,COO
Fiji,3.2.2 – Neonatal Mortality Rate,13.74817077,,2021,"per 1,000 live births",3.2.2,FIJ
Georgia,3.2.2 – Neonatal Mortality Rate,5.402388009,,2021,"per 1,000 live births",3.2.2,GEO
"Hong Kong, China",3.2.2 – Neonatal Mortality Rate,1.2,Hong Kong Annual Digest of Statistics 2022,2021,"per 1,000 live births",3.2.2,HKG
India,3.2.2 – Neonatal Mortality Rate,19.11842969,,2021,"per 1,000 live births",3.2.2,IND
Indonesia,3.2.2 – Neonatal Mortality Rate,11.32655227,,2021,"per 1,000 live births",3.2.2,INO
Kazakhstan,3.2.2 – Neonatal Mortality Rate,5.027488822,,2021,"per 1,000 live births",3.2.2,KAZ
Kiribati,3.2.2 – Neonatal Mortality Rate,20.78185718,,2021,"per 1,000 live births",3.2.2,KIR
"Korea, Republic of",3.2.2 – Neonatal Mortality Rate,1.384016162,,2021,"per 1,000 live births",3.2.2,KOR
Kyrgyz Republic,3.2.2 – Neonatal Mortality Rate,11.92365606,,2021,"per 1,000 live births",3.2.2,KGZ
Lao People's Democratic Republic,3.2.2 – Neonatal Mortality Rate,21.03219503,,2021,"per 1,000 live births",3.2.2,LAO
Malaysia,3.2.2 – Neonatal Mortality Rate,4.210634289,,2021,"per 1,000 live births",3.2.2,MAL
Maldives,3.2.2 – Neonatal Mortality Rate,4.060560507,,2021,"per 1,000 live births",3.2.2,MLD
Marshall Islands,3.2.2 – Neonatal Mortality Rate,13.83420033,,2021,"per 1,000 live births",3.2.2,RMI
"Micronesia, Federated States of",3.2.2 – Neonatal Mortality Rate,12.94626505,,2021,"per 1,000 live births",3.2.2,FSM
Mongolia,3.2.2 – Neonatal Mortality Rate,7.543435721,,2021,"per 1,000 live births",3.2.2,MON
Myanmar,3.2.2 – Neonatal Mortality Rate,21.66435238,,2021,"per 1,000 live births",3.2.2,MYA
Nauru,3.2.2 – Neonatal Mortality Rate,17.73039293,,2021,"per 1,000 live births",3.2.2,NAU
Nepal,3.2.2 – Neonatal Mortality Rate,16.16608295,,2021,"per 1,000 live births",3.2.2,NEP
Niue,3.2.2 – Neonatal Mortality Rate,12.59294399,,2021,"per 1,000 live births",3.2.2,NIU
Pakistan,3.2.2 – Neonatal Mortality Rate,39.44351796,,2021,"per 1,000 live births",3.2.2,PAK
Palau,3.2.2 – Neonatal Mortality Rate,8.527145449,,2021,"per 1,000 live births",3.2.2,PLW
Papua New Guinea,3.2.2 – Neonatal Mortality Rate,21.21702402,,2021,"per 1,000 live births",3.2.2,PNG
Philippines,3.2.2 – Neonatal Mortality Rate,12.27694942,,2021,"per 1,000 live births",3.2.2,PHI
Samoa,3.2.2 – Neonatal Mortality Rate,6.563123005,,2021,"per 1,000 live births",3.2.2,SAM
Singapore,3.2.2 – Neonatal Mortality Rate,0.747102018,,2021,"per 1,000 live births",3.2.2,SIN
Solomon Islands,3.2.2 – Neonatal Mortality Rate,7.599080171,,2021,"per 1,000 live births",3.2.2,SOL
Sri Lanka,3.2.2 – Neonatal Mortality Rate,3.852371826,,2021,"per 1,000 live births",3.2.2,SRI
"Taipei,China",3.2.2 – Neonatal Mortality Rate,2.399434552,Ministry of Health and Welfare - Cause of Death Statistics,2020,"per 1,000 live births",3.2.2,TAP
Tajikistan,3.2.2 – Neonatal Mortality Rate,13.56998723,,2021,"per 1,000 live births",3.2.2,TAJ
Thailand,3.2.2 – Neonatal Mortality Rate,4.70815548,,2021,"per 1,000 live births",3.2.2,THA
Timor-Leste,3.2.2 – Neonatal Mortality Rate,22.22566086,,2021,"per 1,000 live births",3.2.2,TIM
Tonga,3.2.2 – Neonatal Mortality Rate,4.86723805,,2021,"per 1,000 live births",3.2.2,TON
Turkmenistan,3.2.2 – Neonatal Mortality Rate,23.48529087,,2021,"per 1,000 live births",3.2.2,TKM
Tuvalu,3.2.2 – Neonatal Mortality Rate,9.625160893,,2021,"per 1,000 live births",3.2.2,TUV
Uzbekistan,3.2.2 – Neonatal Mortality Rate,7.679579601,,2021,"per 1,000 live births",3.2.2,UZB
Vanuatu,3.2.2 – Neonatal Mortality Rate,9.867798104,,2021,"per 1,000 live births",3.2.2,VAN
Viet Nam,3.2.2 – Neonatal Mortality Rate,10.52753937,,2021,"per 1,000 live births",3.2.2,VIE
Afghanistan,3.3.2 – Tuberculosis Incidence,189,,2021,"per 100,000 population",3.3.2,AFG
Armenia,3.3.2 – Tuberculosis Incidence,27,,2021,"per 100,000 population",3.3.2,ARM
Azerbaijan,3.3.2 – Tuberculosis Incidence,63,,2021,"per 100,000 population",3.3.2,AZE
Bangladesh,3.3.2 – Tuberculosis Incidence,221,,2021,"per 100,000 population",3.3.2,BAN
Bhutan,3.3.2 – Tuberculosis Incidence,164,,2021,"per 100,000 population",3.3.2,BHU
Brunei Darussalam,3.3.2 – Tuberculosis Incidence,61,,2021,"per 100,000 population",3.3.2,BRU
Cambodia,3.3.2 – Tuberculosis Incidence,288,,2021,"per 100,000 population",3.3.2,CAM
"China, People's Republic of",3.3.2 – Tuberculosis Incidence,55,,2021,"per 100,000 population",3.3.2,PRC
Cook Islands,3.3.2 – Tuberculosis Incidence,13,,2021,"per 100,000 population",3.3.2,COO
Fiji,3.3.2 – Tuberculosis Incidence,66,,2021,"per 100,000 population",3.3.2,FIJ
Georgia,3.3.2 – Tuberculosis Incidence,64,,2021,"per 100,000 population",3.3.2,GEO
"Hong Kong, China",3.3.2 – Tuberculosis Incidence,57,"Downloaded data from WHO, 19 Dec 2022",2021,"per 100,000 population",3.3.2,HKG
India,3.3.2 – Tuberculosis Incidence,210,,2021,"per 100,000 population",3.3.2,IND
Indonesia,3.3.2 – Tuberculosis Incidence,354,,2021,"per 100,000 population",3.3.2,INO
Kazakhstan,3.3.2 – Tuberculosis Incidence,74,,2021,"per 100,000 population",3.3.2,KAZ
Kiribati,3.3.2 – Tuberculosis Incidence,424,,2021,"per 100,000 population",3.3.2,KIR
"Korea, Republic of",3.3.2 – Tuberculosis Incidence,44,,2021,"per 100,000 population",3.3.2,KOR
Kyrgyz Republic,3.3.2 – Tuberculosis Incidence,130,,2021,"per 100,000 population",3.3.2,KGZ
Lao People's Democratic Republic,3.3.2 – Tuberculosis Incidence,143,,2021,"per 100,000 population",3.3.2,LAO
Malaysia,3.3.2 – Tuberculosis Incidence,97,,2021,"per 100,000 population",3.3.2,MAL
Maldives,3.3.2 – Tuberculosis Incidence,38,,2021,"per 100,000 population",3.3.2,MLD
Marshall Islands,3.3.2 – Tuberculosis Incidence,483,,2021,"per 100,000 population",3.3.2,RMI
"Micronesia, Federated States of",3.3.2 – Tuberculosis Incidence,80,,2021,"per 100,000 population",3.3.2,FSM
Mongolia,3.3.2 – Tuberculosis Incidence,428,,2021,"per 100,000 population",3.3.2,MON
Myanmar,3.3.2 – Tuberculosis Incidence,360,,2021,"per 100,000 population",3.3.2,MYA
Nauru,3.3.2 – Tuberculosis Incidence,193,,2021,"per 100,000 population",3.3.2,NAU
Nepal,3.3.2 – Tuberculosis Incidence,229,,2021,"per 100,000 population",3.3.2,NEP
Niue,3.3.2 – Tuberculosis Incidence,48,,2021,"per 100,000 population",3.3.2,NIU
Pakistan,3.3.2 – Tuberculosis Incidence,264,,2021,"per 100,000 population",3.3.2,PAK
Palau,3.3.2 – Tuberculosis Incidence,51,,2021,"per 100,000 population",3.3.2,PLW
Papua New Guinea,3.3.2 – Tuberculosis Incidence,424,,2021,"per 100,000 population",3.3.2,PNG
Philippines,3.3.2 – Tuberculosis Incidence,650,,2021,"per 100,000 population",3.3.2,PHI
Samoa,3.3.2 – Tuberculosis Incidence,6.8,,2021,"per 100,000 population",3.3.2,SAM
Singapore,3.3.2 – Tuberculosis Incidence,48,,2021,"per 100,000 population",3.3.2,SIN
Solomon Islands,3.3.2 – Tuberculosis Incidence,65,,2021,"per 100,000 population",3.3.2,SOL
Sri Lanka,3.3.2 – Tuberculosis Incidence,63,,2021,"per 100,000 population",3.3.2,SRI
"Taipei,China",3.3.2 – Tuberculosis Incidence,30.5621563,Estimated using data from 'Number of confirmed cases' and population data from the Statistical Yearbook of the Republic of China 2021.,2021,"per 100,000 population",3.3.2,TAP
Tajikistan,3.3.2 – Tuberculosis Incidence,88,,2021,"per 100,000 population",3.3.2,TAJ
Thailand,3.3.2 – Tuberculosis Incidence,143,,2021,"per 100,000 population",3.3.2,THA
Timor-Leste,3.3.2 – Tuberculosis Incidence,486,,2021,"per 100,000 population",3.3.2,TIM
Tonga,3.3.2 – Tuberculosis Incidence,7.6,,2021,"per 100,000 population",3.3.2,TON
Turkmenistan,3.3.2 – Tuberculosis Incidence,47,,2021,"per 100,000 population",3.3.2,TKM
Tuvalu,3.3.2 – Tuberculosis Incidence,296,,2021,"per 100,000 population",3.3.2,TUV
Uzbekistan,3.3.2 – Tuberculosis Incidence,62,,2021,"per 100,000 population",3.3.2,UZB
Vanuatu,3.3.2 – Tuberculosis Incidence,34,,2021,"per 100,000 population",3.3.2,VAN
Viet Nam,3.3.2 – Tuberculosis Incidence,173,,2021,"per 100,000 population",3.3.2,VIE
Afghanistan,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",35.3,,2019,%,3.4.1,AFG
Armenia,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",19.9,,2019,%,3.4.1,ARM
Azerbaijan,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",27.2,,2019,%,3.4.1,AZE
Bangladesh,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",18.9,,2019,%,3.4.1,BAN
Bhutan,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",18.5,,2019,%,3.4.1,BHU
Brunei Darussalam,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",18.5,,2019,%,3.4.1,BRU
Cambodia,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",22.5,,2019,%,3.4.1,CAM
"China, People's Republic of","3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",15.9,,2019,%,3.4.1,PRC
Cook Islands,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",,,,%,3.4.1,COO
Fiji,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",37.7,,2019,%,3.4.1,FIJ
Georgia,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",24.9,,2019,%,3.4.1,GEO
"Hong Kong, China","3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",,,,%,3.4.1,HKG
India,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",21.9,,2019,%,3.4.1,IND
Indonesia,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",24.8,,2019,%,3.4.1,INO
Kazakhstan,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",22.4,,2019,%,3.4.1,KAZ
Kiribati,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",50.8,,2019,%,3.4.1,KIR
"Korea, Republic of","3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",7.3,,2019,%,3.4.1,KOR
Kyrgyz Republic,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",20.3,,2019,%,3.4.1,KGZ
Lao People's Democratic Republic,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",26.8,,2019,%,3.4.1,LAO
Malaysia,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",18.4,,2019,%,3.4.1,MAL
Maldives,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",11.6,,2019,%,3.4.1,MLD
Marshall Islands,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",,,,%,3.4.1,RMI
"Micronesia, Federated States of","3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",46.3,,2019,%,3.4.1,FSM
Mongolia,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",35,,2019,%,3.4.1,MON
Myanmar,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",24.9,,2019,%,3.4.1,MYA
Nauru,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",30,"Data based on the Nauru Vital Statistics Report, 2015-17",2017,%,3.4.1,NAU
Nepal,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",21.5,,2019,%,3.4.1,NEP
Niue,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",18.5,Data based on the Niue Vital Statistics Report 2012-2016. Probability of dying from selected NCDs among 30-69 year olds,2016,%,3.4.1,NIU
Pakistan,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",29.4,,2019,%,3.4.1,PAK
Palau,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",,,,%,3.4.1,PLW
Papua New Guinea,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",36,,2019,%,3.4.1,PNG
Philippines,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",24.5,,2019,%,3.4.1,PHI
Samoa,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",31.2,,2019,%,3.4.1,SAM
Singapore,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",9.5,,2019,%,3.4.1,SIN
Solomon Islands,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",39.2,,2019,%,3.4.1,SOL
Sri Lanka,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",13.2,,2019,%,3.4.1,SRI
"Taipei,China","3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",12.5,Data available from the Ministry of Health and Welfare (https://www.mohw.gov.tw/lp-135-2.html#),2016,%,3.4.1,TAP
Tajikistan,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",28.3,,2019,%,3.4.1,TAJ
Thailand,"3.4.1 – Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",13.7,,2019,%,3.4.1,THA
